area,crime_type,year,crime_count,crime_date,crime_hour,day_night,month,risk_level
Hyderabad,SEXUAL ASSAULT,2021,1,2021-11-30 08:00:00,8,Day,11,High
Delhi,KIDNAPPING,2021,1,2021-12-01 17:00:00,17,Day,12,High
Nagpur,ASSAULT,2021,1,2021-12-02 14:00:00,14,Day,12,Medium
Chennai,SEXUAL ASSAULT,2021,1,2021-12-03 03:00:00,3,Night,12,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-12-03 14:00:00,14,Day,12,High
Delhi,KIDNAPPING,2021,1,2021-12-03 16:00:00,16,Day,12,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-12-04 10:00:00,10,Day,12,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-12-04 14:00:00,14,Day,12,High
Kolkata,ASSAULT,2021,1,2021-12-04 21:00:00,21,Night,12,High
Mumbai,SEXUAL ASSAULT,2021,1,2021-12-05 20:00:00,20,Night,12,High
Kolkata,SEXUAL ASSAULT,2021,1,2021-12-06 11:00:00,11,Day,12,High
Chennai,KIDNAPPING,2021,1,2021-12-08 03:00:00,3,Night,12,High
Kalyan,SEXUAL ASSAULT,2021,1,2021-12-10 03:00:00,3,Night,12,Low
Ahmedabad,SEXUAL ASSAULT,2021,1,2021-12-10 07:00:00,7,Day,12,High
Chennai,ASSAULT,2021,1,2021-12-10 08:00:00,8,Day,12,High
Agra,SEXUAL ASSAULT,2021,1,2021-12-12 18:00:00,18,Night,12,Medium
Hyderabad,ASSAULT,2021,1,2021-12-13 16:00:00,16,Day,12,High
Delhi,KIDNAPPING,2021,1,2021-12-16 06:00:00,6,Day,12,High
Mumbai,KIDNAPPING,2021,1,2021-12-16 11:00:00,11,Day,12,High
Hyderabad,SEXUAL ASSAULT,2021,1,2021-12-16 23:00:00,23,Night,12,High
Bhopal,ASSAULT,2021,1,2021-12-17 05:00:00,5,Night,12,Medium
Kolkata,ASSAULT,2021,1,2021-12-17 14:00:00,14,Day,12,High
Surat,ASSAULT,2021,1,2021-12-17 19:00:00,19,Night,12,Medium
Delhi,ASSAULT,2021,1,2021-12-18 04:00:00,4,Night,12,High
Jaipur,SEXUAL ASSAULT,2021,1,2021-12-19 05:00:00,5,Night,12,High
Thane,KIDNAPPING,2021,1,2021-12-21 10:00:00,10,Day,12,Low
Thane,ASSAULT,2021,1,2021-12-22 20:00:00,20,Night,12,Low
Lucknow,ASSAULT,2021,1,2021-12-23 13:00:00,13,Day,12,High
Ahmedabad,KIDNAPPING,2021,1,2021-12-24 19:00:00,19,Night,12,High
Indore,ASSAULT,2021,1,2021-12-25 01:00:00,1,Night,12,Medium
Ahmedabad,KIDNAPPING,2021,1,2021-12-25 03:00:00,3,Night,12,High
Delhi,ASSAULT,2021,1,2021-12-25 05:00:00,5,Night,12,High
Thane,KIDNAPPING,2021,1,2021-12-26 09:00:00,9,Day,12,Low
Visakhapatnam,SEXUAL ASSAULT,2021,1,2021-12-28 07:00:00,7,Day,12,Low
Delhi,ASSAULT,2021,1,2021-12-28 17:00:00,17,Day,12,High
Mumbai,KIDNAPPING,2021,1,2021-12-28 23:00:00,23,Night,12,High
Kolkata,ASSAULT,2021,1,2021-12-29 00:00:00,0,Night,12,High
Delhi,ASSAULT,2021,1,2021-12-29 10:00:00,10,Day,12,High
Patna,SEXUAL ASSAULT,2021,1,2021-12-30 20:00:00,20,Night,12,Medium
Hyderabad,SEXUAL ASSAULT,2021,1,2021-12-31 02:00:00,2,Night,12,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-01-01 23:00:00,23,Night,1,High
Mumbai,KIDNAPPING,2022,1,2022-01-03 11:00:00,11,Day,1,High
Meerut,SEXUAL ASSAULT,2022,1,2022-01-03 19:00:00,19,Night,1,Low
Pune,SEXUAL ASSAULT,2022,1,2022-01-03 23:00:00,23,Night,1,High
Lucknow,SEXUAL ASSAULT,2022,1,2022-01-04 19:00:00,19,Night,1,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-01-05 05:00:00,5,Night,1,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-01-07 07:00:00,7,Day,1,High
Kanpur,KIDNAPPING,2022,1,2022-01-10 07:00:00,7,Day,1,Medium
Kolkata,KIDNAPPING,2022,1,2022-01-11 12:00:00,12,Day,1,High
Pune,KIDNAPPING,2022,1,2022-01-11 22:00:00,22,Night,1,High
Nagpur,ASSAULT,2022,1,2022-01-13 00:00:00,0,Night,1,Medium
Lucknow,ASSAULT,2022,1,2022-01-13 14:00:00,14,Day,1,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-01-13 23:00:00,23,Night,1,High
Delhi,SEXUAL ASSAULT,2022,1,2022-01-14 02:00:00,2,Night,1,High
Pune,ASSAULT,2022,1,2022-01-15 09:00:00,9,Day,1,High
Hyderabad,ASSAULT,2022,1,2022-01-16 23:00:00,23,Night,1,High
Agra,ASSAULT,2022,1,2022-01-17 13:00:00,13,Day,1,Medium
Kolkata,KIDNAPPING,2022,1,2022-01-18 01:00:00,1,Night,1,High
Hyderabad,KIDNAPPING,2022,1,2022-01-18 07:00:00,7,Day,1,High
Delhi,ASSAULT,2022,1,2022-01-19 04:00:00,4,Night,1,High
Faridabad,SEXUAL ASSAULT,2022,1,2022-01-20 07:00:00,7,Day,1,Low
Mumbai,SEXUAL ASSAULT,2022,1,2022-01-20 18:00:00,18,Night,1,High
Lucknow,ASSAULT,2022,1,2022-01-21 04:00:00,4,Night,1,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-01-21 06:00:00,6,Day,1,High
Bhopal,ASSAULT,2022,1,2022-01-22 07:00:00,7,Day,1,Medium
Chennai,SEXUAL ASSAULT,2022,1,2022-01-22 15:00:00,15,Day,1,High
Delhi,SEXUAL ASSAULT,2022,1,2022-01-23 21:00:00,21,Night,1,High
Kolkata,KIDNAPPING,2022,1,2022-01-25 01:00:00,1,Night,1,High
Delhi,ASSAULT,2022,1,2022-01-25 13:00:00,13,Day,1,High
Jaipur,ASSAULT,2022,1,2022-01-26 01:00:00,1,Night,1,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-01-26 18:00:00,18,Night,1,High
Hyderabad,ASSAULT,2022,1,2022-01-27 01:00:00,1,Night,1,High
Mumbai,KIDNAPPING,2022,1,2022-01-28 23:00:00,23,Night,1,High
Chennai,ASSAULT,2022,1,2022-01-29 13:00:00,13,Day,1,High
Indore,KIDNAPPING,2022,1,2022-01-31 04:00:00,4,Night,1,Medium
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-01-31 07:00:00,7,Day,1,High
Kolkata,KIDNAPPING,2022,1,2022-01-31 19:00:00,19,Night,1,High
Delhi,SEXUAL ASSAULT,2022,1,2022-02-01 05:00:00,5,Night,2,High
Surat,SEXUAL ASSAULT,2022,1,2022-02-02 05:00:00,5,Night,2,Medium
Mumbai,ASSAULT,2022,1,2022-02-05 19:00:00,19,Night,2,High
Surat,ASSAULT,2022,1,2022-02-05 23:00:00,23,Night,2,Medium
Mumbai,KIDNAPPING,2022,1,2022-02-06 03:00:00,3,Night,2,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-02-08 14:00:00,14,Day,2,High
Delhi,ASSAULT,2022,1,2022-02-09 02:00:00,2,Night,2,High
Mumbai,KIDNAPPING,2022,1,2022-02-10 21:00:00,21,Night,2,High
Nagpur,ASSAULT,2022,1,2022-02-12 00:00:00,0,Night,2,Medium
Pune,KIDNAPPING,2022,1,2022-02-12 04:00:00,4,Night,2,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-02-12 22:00:00,22,Night,2,High
Surat,SEXUAL ASSAULT,2022,1,2022-02-12 23:00:00,23,Night,2,Medium
Pune,ASSAULT,2022,1,2022-02-13 00:00:00,0,Night,2,High
Lucknow,ASSAULT,2022,1,2022-02-13 12:00:00,12,Day,2,High
Chennai,SEXUAL ASSAULT,2022,1,2022-02-14 04:00:00,4,Night,2,High
Ghaziabad,KIDNAPPING,2022,1,2022-02-14 18:00:00,18,Night,2,Medium
Pune,SEXUAL ASSAULT,2022,1,2022-02-18 07:00:00,7,Day,2,High
Hyderabad,KIDNAPPING,2022,1,2022-02-18 15:00:00,15,Day,2,High
Surat,SEXUAL ASSAULT,2022,1,2022-02-19 00:00:00,0,Night,2,Medium
Delhi,ASSAULT,2022,1,2022-02-19 07:00:00,7,Day,2,High
Agra,ASSAULT,2022,1,2022-02-19 12:00:00,12,Day,2,Medium
Ludhiana,SEXUAL ASSAULT,2022,1,2022-02-21 12:00:00,12,Day,2,Medium
Ahmedabad,ASSAULT,2022,1,2022-02-22 02:00:00,2,Night,2,High
Kolkata,KIDNAPPING,2022,1,2022-02-24 02:00:00,2,Night,2,High
Delhi,SEXUAL ASSAULT,2022,1,2022-02-24 13:00:00,13,Day,2,High
Visakhapatnam,ASSAULT,2022,1,2022-02-26 12:00:00,12,Day,2,Low
Jaipur,ASSAULT,2022,1,2022-02-26 23:00:00,23,Night,2,High
Ahmedabad,ASSAULT,2022,1,2022-02-28 15:00:00,15,Day,2,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-03-01 15:00:00,15,Day,3,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-03-01 19:00:00,19,Night,3,High
Visakhapatnam,ASSAULT,2022,1,2022-03-02 21:00:00,21,Night,3,Low
Pune,KIDNAPPING,2022,1,2022-03-03 00:00:00,0,Night,3,High
Lucknow,ASSAULT,2022,1,2022-03-04 09:00:00,9,Day,3,High
Delhi,ASSAULT,2022,1,2022-03-05 15:00:00,15,Day,3,High
Kanpur,ASSAULT,2022,1,2022-03-06 19:00:00,19,Night,3,Medium
Delhi,KIDNAPPING,2022,1,2022-03-08 00:00:00,0,Night,3,High
Nashik,ASSAULT,2022,1,2022-03-08 05:00:00,5,Night,3,Low
Kolkata,ASSAULT,2022,1,2022-03-08 12:00:00,12,Day,3,High
Surat,ASSAULT,2022,1,2022-03-09 23:00:00,23,Night,3,Medium
Ahmedabad,ASSAULT,2022,1,2022-03-11 04:00:00,4,Night,3,High
Pune,KIDNAPPING,2022,1,2022-03-11 05:00:00,5,Night,3,High
Delhi,KIDNAPPING,2022,1,2022-03-12 14:00:00,14,Day,3,High
Varanasi,KIDNAPPING,2022,1,2022-03-12 16:00:00,16,Day,3,Low
Delhi,SEXUAL ASSAULT,2022,1,2022-03-12 23:00:00,23,Night,3,High
Patna,ASSAULT,2022,1,2022-03-13 02:00:00,2,Night,3,Medium
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-03-13 10:00:00,10,Day,3,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-03-15 08:00:00,8,Day,3,High
Mumbai,KIDNAPPING,2022,1,2022-03-16 00:00:00,0,Night,3,High
Surat,KIDNAPPING,2022,1,2022-03-16 05:00:00,5,Night,3,Medium
Bhopal,SEXUAL ASSAULT,2022,1,2022-03-17 10:00:00,10,Day,3,Medium
Bangalore,KIDNAPPING,2022,1,2022-03-19 09:00:00,9,Day,3,High
Surat,KIDNAPPING,2022,1,2022-03-19 12:00:00,12,Day,3,Medium
Mumbai,SEXUAL ASSAULT,2022,1,2022-03-19 16:00:00,16,Day,3,High
Kolkata,ASSAULT,2022,1,2022-03-19 18:00:00,18,Night,3,High
Ahmedabad,ASSAULT,2022,1,2022-03-22 13:00:00,13,Day,3,High
Srinagar,KIDNAPPING,2022,1,2022-03-23 06:00:00,6,Day,3,Low
Kolkata,ASSAULT,2022,1,2022-03-23 23:00:00,23,Night,3,High
Bangalore,ASSAULT,2022,1,2022-03-24 15:00:00,15,Day,3,High
Jaipur,ASSAULT,2022,1,2022-03-25 18:00:00,18,Night,3,High
Faridabad,SEXUAL ASSAULT,2022,1,2022-03-26 08:00:00,8,Day,3,Low
Bangalore,ASSAULT,2022,1,2022-03-26 15:00:00,15,Day,3,High
Ludhiana,KIDNAPPING,2022,1,2022-03-27 17:00:00,17,Day,3,Medium
Delhi,KIDNAPPING,2022,1,2022-03-28 04:00:00,4,Night,3,High
Faridabad,SEXUAL ASSAULT,2022,1,2022-03-30 17:00:00,17,Day,3,Low
Bangalore,SEXUAL ASSAULT,2022,1,2022-03-31 13:00:00,13,Day,3,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-04-04 16:00:00,16,Day,4,High
Jaipur,ASSAULT,2022,1,2022-04-05 03:00:00,3,Night,4,High
Mumbai,KIDNAPPING,2022,1,2022-04-05 17:00:00,17,Day,4,High
Delhi,KIDNAPPING,2022,1,2022-04-07 04:00:00,4,Night,4,High
Chennai,SEXUAL ASSAULT,2022,1,2022-04-08 02:00:00,2,Night,4,High
Faridabad,KIDNAPPING,2022,1,2022-04-08 04:00:00,4,Night,4,Low
Vasai,SEXUAL ASSAULT,2022,1,2022-04-08 20:00:00,20,Night,4,Low
Ahmedabad,ASSAULT,2022,1,2022-04-09 20:00:00,20,Night,4,High
Bangalore,ASSAULT,2022,1,2022-04-11 00:00:00,0,Night,4,High
Bangalore,ASSAULT,2022,1,2022-04-11 06:00:00,6,Day,4,High
Bangalore,KIDNAPPING,2022,1,2022-04-11 10:00:00,10,Day,4,High
Patna,SEXUAL ASSAULT,2022,1,2022-04-12 03:00:00,3,Night,4,Medium
Delhi,KIDNAPPING,2022,1,2022-04-13 04:00:00,4,Night,4,High
Varanasi,KIDNAPPING,2022,1,2022-04-13 14:00:00,14,Day,4,Low
Jaipur,ASSAULT,2022,1,2022-04-16 01:00:00,1,Night,4,High
Patna,SEXUAL ASSAULT,2022,1,2022-04-16 23:00:00,23,Night,4,Medium
Surat,ASSAULT,2022,1,2022-04-17 03:00:00,3,Night,4,Medium
Kanpur,ASSAULT,2022,1,2022-04-19 20:00:00,20,Night,4,Medium
Hyderabad,KIDNAPPING,2022,1,2022-04-20 15:00:00,15,Day,4,High
Kanpur,ASSAULT,2022,1,2022-04-20 16:00:00,16,Day,4,Medium
Kolkata,SEXUAL ASSAULT,2022,1,2022-04-21 21:00:00,21,Night,4,High
Ahmedabad,ASSAULT,2022,1,2022-04-22 10:00:00,10,Day,4,High
Kolkata,KIDNAPPING,2022,1,2022-04-24 01:00:00,1,Night,4,High
Mumbai,ASSAULT,2022,1,2022-04-24 14:00:00,14,Day,4,High
Agra,SEXUAL ASSAULT,2022,1,2022-04-24 19:00:00,19,Night,4,Medium
Pune,KIDNAPPING,2022,1,2022-04-24 20:00:00,20,Night,4,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-04-24 22:00:00,22,Night,4,High
Faridabad,ASSAULT,2022,1,2022-04-25 14:00:00,14,Day,4,Low
Vasai,ASSAULT,2022,1,2022-04-27 01:00:00,1,Night,4,Low
Nagpur,KIDNAPPING,2022,1,2022-04-27 06:00:00,6,Day,4,Medium
Mumbai,SEXUAL ASSAULT,2022,1,2022-04-27 17:00:00,17,Day,4,High
Delhi,KIDNAPPING,2022,1,2022-04-28 17:00:00,17,Day,4,High
Nagpur,SEXUAL ASSAULT,2022,1,2022-04-28 18:00:00,18,Night,4,Medium
Ghaziabad,ASSAULT,2022,1,2022-04-28 19:00:00,19,Night,4,Medium
Kolkata,KIDNAPPING,2022,1,2022-04-28 20:00:00,20,Night,4,High
Chennai,KIDNAPPING,2022,1,2022-04-30 00:00:00,0,Night,4,High
Chennai,ASSAULT,2022,1,2022-04-30 15:00:00,15,Day,4,High
Delhi,ASSAULT,2022,1,2022-05-01 07:00:00,7,Day,5,High
Delhi,KIDNAPPING,2022,1,2022-05-01 20:00:00,20,Night,5,High
Delhi,ASSAULT,2022,1,2022-05-02 02:00:00,2,Night,5,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-05-03 14:00:00,14,Day,5,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-05-03 23:00:00,23,Night,5,High
Delhi,ASSAULT,2022,1,2022-05-04 14:00:00,14,Day,5,High
Hyderabad,KIDNAPPING,2022,1,2022-05-07 14:00:00,14,Day,5,High
Kolkata,ASSAULT,2022,1,2022-05-07 22:00:00,22,Night,5,High
Kanpur,KIDNAPPING,2022,1,2022-05-08 21:00:00,21,Night,5,Medium
Mumbai,KIDNAPPING,2022,1,2022-05-10 02:00:00,2,Night,5,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-05-10 06:00:00,6,Day,5,High
Bangalore,ASSAULT,2022,1,2022-05-11 13:00:00,13,Day,5,High
Agra,ASSAULT,2022,1,2022-05-12 02:00:00,2,Night,5,Medium
Chennai,KIDNAPPING,2022,1,2022-05-13 13:00:00,13,Day,5,High
Delhi,ASSAULT,2022,1,2022-05-13 23:00:00,23,Night,5,High
Kalyan,ASSAULT,2022,1,2022-05-14 16:00:00,16,Day,5,Low
Bangalore,SEXUAL ASSAULT,2022,1,2022-05-15 17:00:00,17,Day,5,High
Ahmedabad,KIDNAPPING,2022,1,2022-05-19 17:00:00,17,Day,5,High
Lucknow,KIDNAPPING,2022,1,2022-05-20 11:00:00,11,Day,5,High
Hyderabad,KIDNAPPING,2022,1,2022-05-21 02:00:00,2,Night,5,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-05-21 12:00:00,12,Day,5,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-05-23 19:00:00,19,Night,5,High
Nashik,KIDNAPPING,2022,1,2022-05-24 15:00:00,15,Day,5,Low
Vasai,KIDNAPPING,2022,1,2022-05-24 17:00:00,17,Day,5,Low
Delhi,ASSAULT,2022,1,2022-05-24 18:00:00,18,Night,5,High
Bangalore,ASSAULT,2022,1,2022-05-27 13:00:00,13,Day,5,High
Chennai,ASSAULT,2022,1,2022-05-28 14:00:00,14,Day,5,High
Hyderabad,ASSAULT,2022,1,2022-05-29 20:00:00,20,Night,5,High
Bangalore,KIDNAPPING,2022,1,2022-05-30 04:00:00,4,Night,5,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-05-30 07:00:00,7,Day,5,High
Thane,SEXUAL ASSAULT,2022,1,2022-05-31 13:00:00,13,Day,5,Low
Nagpur,ASSAULT,2022,1,2022-05-31 15:00:00,15,Day,5,Medium
Bangalore,SEXUAL ASSAULT,2022,1,2022-06-01 02:00:00,2,Night,6,High
Bangalore,ASSAULT,2022,1,2022-06-02 19:00:00,19,Night,6,High
Bangalore,KIDNAPPING,2022,1,2022-06-03 00:00:00,0,Night,6,High
Mumbai,ASSAULT,2022,1,2022-06-03 09:00:00,9,Day,6,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-06-04 02:00:00,2,Night,6,High
Nagpur,KIDNAPPING,2022,1,2022-06-06 15:00:00,15,Day,6,Medium
Ahmedabad,KIDNAPPING,2022,1,2022-06-08 04:00:00,4,Night,6,High
Hyderabad,ASSAULT,2022,1,2022-06-10 03:00:00,3,Night,6,High
Delhi,SEXUAL ASSAULT,2022,1,2022-06-11 08:00:00,8,Day,6,High
Thane,KIDNAPPING,2022,1,2022-06-12 06:00:00,6,Day,6,Low
Ludhiana,SEXUAL ASSAULT,2022,1,2022-06-14 00:00:00,0,Night,6,Medium
Ahmedabad,ASSAULT,2022,1,2022-06-14 20:00:00,20,Night,6,High
Delhi,ASSAULT,2022,1,2022-06-14 21:00:00,21,Night,6,High
Delhi,ASSAULT,2022,1,2022-06-15 01:00:00,1,Night,6,High
Kanpur,ASSAULT,2022,1,2022-06-15 06:00:00,6,Day,6,Medium
Bangalore,ASSAULT,2022,1,2022-06-15 09:00:00,9,Day,6,High
Mumbai,ASSAULT,2022,1,2022-06-17 14:00:00,14,Day,6,High
Meerut,KIDNAPPING,2022,1,2022-06-17 22:00:00,22,Night,6,Low
Kalyan,KIDNAPPING,2022,1,2022-06-18 20:00:00,20,Night,6,Low
Kolkata,SEXUAL ASSAULT,2022,1,2022-06-18 21:00:00,21,Night,6,High
Lucknow,SEXUAL ASSAULT,2022,1,2022-06-19 12:00:00,12,Day,6,High
Nagpur,SEXUAL ASSAULT,2022,1,2022-06-19 13:00:00,13,Day,6,Medium
Chennai,SEXUAL ASSAULT,2022,1,2022-06-21 11:00:00,11,Day,6,High
Pune,SEXUAL ASSAULT,2022,1,2022-06-22 13:00:00,13,Day,6,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-06-23 09:00:00,9,Day,6,High
Hyderabad,SEXUAL ASSAULT,2022,1,2022-06-23 22:00:00,22,Night,6,High
Mumbai,KIDNAPPING,2022,1,2022-06-24 19:00:00,19,Night,6,High
Bangalore,ASSAULT,2022,1,2022-06-25 12:00:00,12,Day,6,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-06-25 21:00:00,21,Night,6,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-06-26 01:00:00,1,Night,6,High
Hyderabad,ASSAULT,2022,1,2022-06-26 04:00:00,4,Night,6,High
Visakhapatnam,KIDNAPPING,2022,1,2022-06-26 06:00:00,6,Day,6,Low
Chennai,KIDNAPPING,2022,1,2022-06-27 03:00:00,3,Night,6,High
Chennai,SEXUAL ASSAULT,2022,1,2022-06-27 14:00:00,14,Day,6,High
Hyderabad,ASSAULT,2022,1,2022-06-27 19:00:00,19,Night,6,High
Delhi,SEXUAL ASSAULT,2022,1,2022-06-28 14:00:00,14,Day,6,High
Bhopal,SEXUAL ASSAULT,2022,1,2022-06-28 20:00:00,20,Night,6,Medium
Delhi,KIDNAPPING,2022,1,2022-06-29 03:00:00,3,Night,6,High
Kanpur,SEXUAL ASSAULT,2022,1,2022-06-30 05:00:00,5,Night,6,Medium
Mumbai,SEXUAL ASSAULT,2022,1,2022-07-02 12:00:00,12,Day,7,High
Jaipur,KIDNAPPING,2022,1,2022-07-03 03:00:00,3,Night,7,High
Mumbai,ASSAULT,2022,1,2022-07-03 19:00:00,19,Night,7,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-07-04 23:00:00,23,Night,7,High
Kolkata,KIDNAPPING,2022,1,2022-07-05 07:00:00,7,Day,7,High
Hyderabad,ASSAULT,2022,1,2022-07-10 05:00:00,5,Night,7,High
Kolkata,ASSAULT,2022,1,2022-07-10 19:00:00,19,Night,7,High
Jaipur,SEXUAL ASSAULT,2022,1,2022-07-11 17:00:00,17,Day,7,High
Bangalore,KIDNAPPING,2022,1,2022-07-11 19:00:00,19,Night,7,High
Hyderabad,ASSAULT,2022,1,2022-07-12 20:00:00,20,Night,7,High
Delhi,ASSAULT,2022,1,2022-07-13 01:00:00,1,Night,7,High
Rajkot,KIDNAPPING,2022,1,2022-07-13 07:00:00,7,Day,7,Low
Patna,SEXUAL ASSAULT,2022,1,2022-07-15 21:00:00,21,Night,7,Medium
Chennai,KIDNAPPING,2022,1,2022-07-16 22:00:00,22,Night,7,High
Jaipur,ASSAULT,2022,1,2022-07-17 10:00:00,10,Day,7,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-07-17 21:00:00,21,Night,7,High
Ahmedabad,ASSAULT,2022,1,2022-07-20 18:00:00,18,Night,7,High
Kanpur,KIDNAPPING,2022,1,2022-07-20 20:00:00,20,Night,7,Medium
Mumbai,KIDNAPPING,2022,1,2022-07-21 23:00:00,23,Night,7,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-07-22 01:00:00,1,Night,7,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-07-22 10:00:00,10,Day,7,High
Meerut,SEXUAL ASSAULT,2022,1,2022-07-22 15:00:00,15,Day,7,Low
Kolkata,KIDNAPPING,2022,1,2022-07-24 06:00:00,6,Day,7,High
Kanpur,KIDNAPPING,2022,1,2022-07-24 10:00:00,10,Day,7,Medium
Hyderabad,SEXUAL ASSAULT,2022,1,2022-07-25 03:00:00,3,Night,7,High
Jaipur,ASSAULT,2022,1,2022-07-25 19:00:00,19,Night,7,High
Ahmedabad,SEXUAL ASSAULT,2022,1,2022-07-26 02:00:00,2,Night,7,High
Lucknow,SEXUAL ASSAULT,2022,1,2022-07-27 00:00:00,0,Night,7,High
Delhi,KIDNAPPING,2022,1,2022-07-27 08:00:00,8,Day,7,High
Mumbai,SEXUAL ASSAULT,2022,1,2022-07-28 05:00:00,5,Night,7,High
Kolkata,KIDNAPPING,2022,1,2022-07-28 17:00:00,17,Day,7,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-07-28 21:00:00,21,Night,7,High
Surat,SEXUAL ASSAULT,2022,1,2022-07-29 00:00:00,0,Night,7,Medium
Chennai,SEXUAL ASSAULT,2022,1,2022-07-29 03:00:00,3,Night,7,High
Indore,ASSAULT,2022,1,2022-07-30 23:00:00,23,Night,7,Medium
Nagpur,SEXUAL ASSAULT,2022,1,2022-07-31 00:00:00,0,Night,7,Medium
Thane,SEXUAL ASSAULT,2022,1,2022-07-31 06:00:00,6,Day,7,Low
Agra,KIDNAPPING,2022,1,2022-07-31 13:00:00,13,Day,7,Medium
Mumbai,ASSAULT,2022,1,2022-07-31 16:00:00,16,Day,7,High
Pune,ASSAULT,2022,1,2022-08-01 13:00:00,13,Day,8,High
Indore,ASSAULT,2022,1,2022-08-03 10:00:00,10,Day,8,Medium
Chennai,SEXUAL ASSAULT,2022,1,2022-08-04 12:00:00,12,Day,8,High
Delhi,SEXUAL ASSAULT,2022,1,2022-08-04 21:00:00,21,Night,8,High
Kolkata,SEXUAL ASSAULT,2022,1,2022-08-05 03:00:00,3,Night,8,High
Bangalore,SEXUAL ASSAULT,2022,1,2022-08-05 14:00:00,14,Day,8,High
Mumbai,KIDNAPPING,2022,1,2022-08-07 04:00:00,4,Night,8,High
Hyderabad,SEXUAL ASSAULT,2022,1,2022-08-07 11:00:00,11,Day,8,High
Kanpur,KIDNAPPING,2022,1,2022-08-08 17:00:00,17,Day,8,Medium
Nashik,ASSAULT,2022,1,2022-08-08 19:00:00,19,Night,8,Low
Visakhapatnam,KIDNAPPING,2022,1,2022-08-08 20:00:00,20,Night,8,Low
Delhi,ASSAULT,2022,1,2022-08-08 21:00:00,21,Night,8,High
Nagpur,SEXUAL ASSAULT,2022,1,2022-08-10 14:00:00,14,Day,8,Medium
Jaipur,SEXUAL ASSAULT,2022,1,2022-08-10 19:00:00,19,Night,8,High
Delhi,SEXUAL ASSAULT,2022,1,2022-08-14 09:00:00,9,Day,8,High
Bangalore,KIDNAPPING,2022,1,2022-08-14 17:00:00,17,Day,8,High
Bangalore,KIDNAPPING,2022,1,2022-08-15 14:00:00,14,Day,8,High
Mumbai,ASSAULT,2022,1,2022-08-16 17:00:00,17,Day,8,High
Pune,KIDNAPPING,2022,1,2022-08-17 10:00:00,10,Day,8,High
Visakhapatnam,SEXUAL ASSAULT,2022,1,2022-08-19 01:00:00,1,Night,8,Low
Mumbai,SEXUAL ASSAULT,2022,1,2022-08-19 16:00:00,16,Day,8,High
Lucknow,SEXUAL ASSAULT,2022,1,2022-08-19 19:00:00,19,Night,8,High
Bangalore,KIDNAPPING,2022,1,2022-08-20 16:00:00,16,Day,8,High
Surat,KIDNAPPING,2022,1,2022-08-23 03:00:00,3,Night,8,Medium
Kolkata,SEXUAL ASSAULT,2022,1,2022-08-23 06:00:00,6,Day,8,High
Hyderabad,KIDNAPPING,2022,1,2022-08-24 03:00:00,3,Night,8,High
Bhopal,KIDNAPPING,2022,1,2022-08-25 07:00:00,7,Day,8,Medium
Bangalore,ASSAULT,2022,1,2022-08-25 18:00:00,18,Night,8,High
Kanpur,SEXUAL ASSAULT,2022,1,2022-08-27 08:00:00,8,Day,8,Medium
Delhi,SEXUAL ASSAULT,2022,1,2022-08-28 18:00:00,18,Night,8,High
Agra,ASSAULT,2022,1,2022-08-30 08:00:00,8,Day,8,Medium
Delhi,SEXUAL ASSAULT,2022,1,2022-08-30 18:00:00,18,Night,8,High
Bhopal,ASSAULT,2022,1,2022-09-01 13:00:00,13,Day,9,Medium
Vasai,SEXUAL ASSAULT,2022,1,2022-09-01 22:00:00,22,Night,9,Low
Delhi,SEXUAL ASSAULT,2022,1,2022-09-02 07:00:00,7,Day,9,High
